Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
PI040307AA4E029925,20.612,47.881,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q02xgn43,2018-10-18T09:53:36.000Z,2019-08-12T09:54:11.000Z
PI040307AD5G201565,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jns7q1gm,2018-10-18T08:47:58.000Z,2019-08-12T10:39:07.000Z
PI040307AA4E027287,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qq5kqz50,2018-11-16T17:45:58.000Z,2019-04-17T05:35:26.000Z
PI040307AD5G200913,20.61,47.881,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tf0qywan,2018-10-18T10:01:48.000Z,2019-08-12T09:26:32.000Z
PI040307AD5I203845,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2dggdfrf,2018-11-07T13:28:38.000Z,2019-06-29T11:02:03.000Z
PI040307AD5G201043,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rqv4tccf,2018-10-18T09:02:18.000Z,2019-05-27T11:51:53.000Z
PI040307AD5I204723,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tjkgwt6r,2018-10-18T10:01:48.000Z,2019-08-12T09:14:36.000Z
PI040307AD5I203893,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vq4dv239,2018-10-18T09:25:39.000Z,2019-08-12T10:32:54.000Z
PI040307AD5I203576,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4c298yy1,2018-10-18T09:54:30.000Z,2019-08-12T09:32:47.000Z
PI040307AD5G202577,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4jjs1zmz,2018-10-18T09:12:01.000Z,2019-08-12T10:32:45.000Z
PI040297AD5I205904,18.981,47.524,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a34kvfhz,2018-11-18T10:25:35.000Z,2019-03-03T13:21:37.000Z
PI040307AD5I203958,18.981,47.524,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_36c6e7hb,2018-11-18T10:26:21.000Z,2019-03-03T13:21:02.000Z
PI040298AD5I212671,18.981,47.524,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5ed2kfc5,2018-11-18T10:24:27.000Z,2019-03-03T17:35:37.000Z
PI040307AD5G200062,20.622,47.852,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1d93y59z,2018-10-17T15:08:58.000Z,2019-06-20T09:46:10.000Z
PI040307AD5I203669,20.616,47.85,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a5c0a5a6,2018-10-17T15:56:54.000Z,2019-09-16T11:56:15.000Z
PI040307AA4E027790,20.589,47.853,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mardjffh,2018-10-17T09:35:50.000Z,2019-06-18T13:07:02.000Z
PI040307AA3L013246,20.619,47.85,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dzvh92mn,2018-10-17T14:44:17.000Z,2019-09-16T11:41:16.000Z
PI040307AA4E029241,20.582,47.858,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mqf3eftm,2018-10-17T10:04:22.000Z,2019-04-17T06:12:30.000Z
PI040307AD5I204518,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ejw6a8s9,2018-10-17T13:21:41.000Z,2019-08-13T12:35:17.000Z
PI040307AA4E029012,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p9gt8vy4,2018-10-17T10:44:26.000Z,2019-06-03T10:45:19.000Z
PI040307AD5I204565,20.617,47.85,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qv18jgeb,2018-10-17T14:31:20.000Z,2019-09-16T11:58:04.000Z
PI040307AA4E028982,20.578,47.863,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g15797vn,2018-10-17T10:37:01.000Z,2019-06-03T10:47:51.000Z
PI040307AA4D026575,20.62,47.851,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y0jxkcjv,2018-10-17T14:51:41.000Z,2019-04-17T07:59:58.000Z
PI040307AD5G200440,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tmfy4956,2018-10-17T13:49:50.000Z,2019-01-16T10:18:07.000Z
PI040307AA4D025553,20.617,47.852,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d0735msa,2018-10-17T15:45:23.000Z,2019-06-20T09:35:29.000Z
PI040307AD5I204088,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_69cf0833,2018-10-17T15:57:05.000Z,2019-06-20T09:14:54.000Z
PI040307AA4E028260,20.581,47.859,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_91zrf1r2,2018-11-08T13:40:42.000Z,2019-04-17T06:12:46.000Z
PI040307AA4E028635,20.58,47.861,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mqa784e3,2018-10-17T10:26:45.000Z,2019-06-03T11:09:07.000Z
PI040307AD5I203611,20.621,47.851,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q2vrybz2,2018-10-17T15:04:08.000Z,2019-09-16T12:07:59.000Z
PI040307AD5I204623,20.626,47.845,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6dnrm9bn,2018-10-17T13:30:31.000Z,2019-06-20T09:06:19.000Z
PI040307AD5G202500,20.617,47.849,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h8rrhe7j,2018-10-17T14:19:03.000Z,2019-09-16T11:36:52.000Z
PI040307AD5I204407,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hvheshvx,2018-11-13T07:49:44.000Z,2018-11-28T12:49:44.000Z
PI040307AD5I204252,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9wxkz96x,2018-10-17T15:34:01.000Z,2019-09-16T11:48:41.000Z
PI040307AD5G200220,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dxdn2dm8,2018-10-17T13:58:55.000Z,2019-04-17T07:25:23.000Z
PI040307AD5I204642,20.617,47.851,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_knmzehqw,2018-10-17T15:34:23.000Z,2019-06-04T12:13:36.000Z
PI040307AD5G200755,20.618,47.85,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ee11n51n,2018-10-17T14:38:01.000Z,2019-06-20T08:52:09.000Z
PI040307AD5G200412,20.62,47.847,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3kw5af7t,2018-10-17T13:56:37.000Z,2019-04-17T07:18:16.000Z
PI040307AA4E028118,20.588,47.853,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ppec3fm9,2018-10-17T09:47:56.000Z,2019-04-17T06:42:20.000Z
PI040307AD5G201665,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_aj2krp0r,2018-10-17T14:21:53.000Z,2019-08-13T12:32:51.000Z
PI040307AD5G200976,20.624,47.844,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y9kdf12t,2018-10-17T13:11:44.000Z,2019-02-28T10:09:08.000Z
PI040298AD5I214120,-8.631,37.141,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pcxe26hz,2018-11-17T13:13:40.000Z,2019-07-27T18:02:53.000Z
PI040307AD5G202396,21.315,48.169,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jaw7zwbs,2018-09-10T11:22:45.000Z,2019-06-06T10:28:31.000Z
PI040307AD5I204179,21.314,48.169,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_90jrx58e,2018-09-10T11:23:09.000Z,2019-01-28T12:38:21.000Z
PI040307AD5G201716,21.314,48.169,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d16z2t8k,2018-10-20T09:40:04.000Z,2019-03-26T12:13:18.000Z
PI040307AD5I202969,21.315,48.169,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8y4e15vy,2018-09-10T11:21:47.000Z,2019-09-10T10:45:18.000Z
PI040307AD5G202618,21.312,48.164,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5tbvj4h6,2018-09-20T11:08:43.000Z,2019-09-10T10:48:00.000Z
PI040307AA4C020932,20.594,47.892,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_frpc9g2j,2018-10-18T08:05:53.000Z,2019-04-16T12:38:43.000Z
PI040307AD5I204906,20.603,47.895,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y2005cbv,2018-10-18T07:44:16.000Z,2019-08-12T08:49:56.000Z
PI040307AD5G201685,20.599,47.893,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xy85xfdd,2018-10-18T07:55:13.000Z,2019-04-16T12:19:43.000Z
PI040307AD5I204009,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_95p9bk22,2018-10-17T09:01:55.000Z,2019-08-12T07:29:51.000Z
PI040307AA4E029844,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tge9w103,2018-10-17T07:48:28.000Z,2019-05-27T07:39:48.000Z
PI040307AD5I202890,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5qy2mdyr,2018-10-17T09:02:00.000Z,2019-08-12T07:32:49.000Z
PI040307AD5I203744,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hhqvb21w,2018-10-17T08:31:41.000Z,2019-06-19T07:33:47.000Z
PI040307AA4E029237,20.621,47.865,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2gz9xn58,2018-11-07T14:04:19.000Z,2019-08-12T06:53:45.000Z
PI040307AD5I204465,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vyygamc5,2018-10-17T08:20:40.000Z,2019-06-04T09:42:06.000Z
PI040307AA4E029043,20.628,47.858,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_avj4pd8g,2018-10-17T08:51:15.000Z,2019-08-12T07:18:58.000Z
PI040307AD5G201418,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_x407vy10,2018-10-17T08:26:36.000Z,2019-02-28T11:15:31.000Z
PI040307AD5G201349,20.634,47.859,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f9skpppt,2018-10-17T08:19:22.000Z,2019-08-12T07:57:12.000Z
PI040307AD5I203684,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_22n3mdsm,2018-10-17T08:06:18.000Z,2019-08-12T07:18:29.000Z
PI040298AD5I208478,17.238,46.815,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4tfc4d54,2018-10-30T14:27:38.000Z,2019-10-21T09:34:33.000Z
PI040297AD5I209669,15.932,48.139,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9nw8jw18,2018-11-11T11:20:49.000Z,2018-12-28T12:18:33.000Z
PI040297AD5I208049,15.932,48.14,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_838vwwve,2018-11-11T11:28:03.000Z,2019-03-23T10:53:22.000Z
PI040307AD5G202441,21.279,48.194,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_798yt0pv,2018-08-08T10:52:49.000Z,2019-07-10T12:18:22.000Z
PI040307AD5I203015,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gsz4h458,2018-12-01T15:17:49.000Z,2018-12-02T15:47:47.000Z
PI040307AD5I204853,25.855,40.887,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nptb60vv,2018-11-30T08:24:58.000Z,2019-08-21T07:58:48.000Z
PI040298AA3I004767,25.855,40.888,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hsj0p1t3,2018-11-20T11:14:52.000Z,2019-08-28T05:13:55.000Z
PI040298AA3I002796,25.855,40.887,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h0j3mhpq,2018-11-20T11:31:11.000Z,2019-08-28T04:18:42.000Z
PI040297AD5I206070,3.86,51.59,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gp6r6nmd,2018-11-29T14:46:32.000Z,2019-10-23T12:40:34.000Z
PI040297AD5I205869,3.859,51.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rxtg11m3,2018-11-29T14:13:15.000Z,2019-10-23T12:34:11.000Z
PI040297AD5I208928,3.694,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rsse4y1c,2018-12-03T10:15:44.000Z,2019-03-28T15:57:26.000Z
PI040297AD5I205663,3.694,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p98cn0rc,2018-12-03T10:10:20.000Z,2019-08-02T13:09:00.000Z
PI040297AD5I209009,3.69,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_aj50m5mf,2018-11-29T15:24:16.000Z,2019-07-11T18:30:09.000Z
PI040297AD5I207725,3.859,51.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pz21bawf,2018-11-29T15:02:22.000Z,2019-07-11T18:18:39.000Z
PI040297AD5I205434,3.859,51.59,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s2czr7z1,2018-11-29T15:00:01.000Z,2019-10-23T12:43:31.000Z
PI040297AD5I208773,3.693,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_226debp0,2018-12-03T10:01:33.000Z,2019-06-24T18:06:39.000Z
PI040297AD5I207552,3.859,51.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k8xaw1th,2018-11-29T15:05:30.000Z,2019-10-23T12:44:24.000Z
PI040297AD5I208072,3.86,51.59,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k297jex0,2018-11-29T14:56:59.000Z,2019-10-23T12:42:52.000Z
PI040297AD5I207553,3.693,51.579,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jfb2sq6v,2018-12-03T10:24:03.000Z,2019-01-26T10:51:26.000Z
PI040297AD5I207801,3.693,51.579,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zfs56xkh,2018-12-03T10:21:54.000Z,2019-06-24T18:25:12.000Z
PI040297AD5I204350,3.693,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4mydj4hd,2018-12-03T10:18:31.000Z,2019-06-24T18:19:54.000Z
PI040297AD5I205900,3.694,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_eckm9ta2,2018-12-03T10:07:45.000Z,2019-06-24T18:14:09.000Z
PI040297AD5I207913,3.86,51.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_twq3w9n4,2018-11-29T14:34:02.000Z,2019-10-23T12:39:08.000Z
PI040297AD5I209341,3.694,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_psjwmkcr,2018-12-03T10:12:53.000Z,2019-06-24T18:21:58.000Z
PI040297AD5I208630,3.693,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rak9dtkx,2018-12-03T09:57:23.000Z,2019-06-24T18:16:04.000Z
PI040297AD5I207880,3.859,51.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n7tceahs,2018-11-29T15:09:22.000Z,2019-10-23T12:30:27.000Z
PI040297AD5I205865,3.691,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kvzkzp0h,2018-10-11T16:11:58.000Z,2019-02-14T14:17:25.000Z
PI040297AD5I208856,3.86,51.59,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p5qq34j4,2018-11-29T14:39:19.000Z,2019-07-11T18:08:53.000Z
PI040297AD5I208591,3.693,51.578,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nv3wv9ae,2018-12-03T10:04:44.000Z,2019-06-24T18:10:35.000Z
PI040297AD5I209125,16.575,47.68,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d1yxbnkn,2018-12-04T10:00:36.000Z,2019-06-18T11:40:24.000Z
PI040298AD5I212324,6.124,49.867,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hjc6w6jj,2018-11-22T18:20:38.000Z,2019-07-30T16:43:43.000Z
PI040298AD5I212433,6.124,49.867,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_prtv18vd,2018-11-22T17:24:34.000Z,2019-07-30T16:41:49.000Z
PI040298AD5I213127,18.779,47.31,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_x0vcaaa2,2018-12-05T09:13:54.000Z,2019-08-01T07:01:30.000Z
PI040297AD5I206029,3.859,51.589,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_avk67t35,2018-11-29T14:21:38.000Z,2019-10-23T12:36:02.000Z
PI040297AD5J210651,15.153,48.153,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_228nf91g,2017-04-30T11:58:44.000Z,2019-09-06T12:08:58.000Z
PI040298AD5I211907,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ftdfzz2n,2018-12-06T10:41:00.000Z,2019-01-08T15:40:23.000Z
PI040298AD5I211882,6.092,49.844,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_npx0z4mf,2018-12-06T10:34:36.000Z,2019-07-22T20:34:06.000Z
PI040298AD5I211899,6.093,49.844,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xb6gfx10,2018-12-06T10:22:53.000Z,2019-04-02T15:06:38.000Z
PI040298AD5I213022,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q33855p6,2018-12-06T10:46:36.000Z,2019-01-17T13:56:07.000Z
PI040298AD5I205820,15.152,48.156,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8g0yq3d9,2018-10-25T12:07:25.000Z,2019-08-22T10:13:05.000Z
PI040297AD5J211002,15.149,48.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sqtxa0se,2017-04-30T07:12:59.000Z,2019-06-19T09:14:37.000Z
PI040298AD5I212618,6.393,49.729,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hspp8219,2018-12-06T16:40:25.000Z,2018-12-18T15:25:01.000Z
PI040297AD5I206778,5.814,51.381,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zcsp48hn,2018-10-26T15:17:41.000Z,2019-05-23T06:25:46.000Z
PI040297AD5I206058,5.814,51.381,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_enembk7w,2018-10-26T15:20:05.000Z,2019-05-23T06:29:51.000Z
PI040297AD5I209576,5.815,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_e98kh2k9,2018-10-26T15:14:05.000Z,2019-05-23T06:17:36.000Z
PI040297AD5I208990,5.815,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0r3fbehw,2018-10-26T15:11:21.000Z,2019-05-23T06:12:16.000Z
PI040297AD5I209312,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zx4e0c51,2018-11-06T17:32:32.000Z,2018-11-24T15:17:32.000Z
PI040297AD5I205681,5.816,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rdrs7crk,2018-10-26T14:50:27.000Z,2019-06-13T05:18:01.000Z
PI040297AD5I203240,5.815,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a5ea8ks0,2018-10-26T15:00:41.000Z,2019-05-23T06:10:06.000Z
PI040297AD5I209093,5.816,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cfx68dq8,2018-10-26T15:03:50.000Z,2019-06-13T05:31:49.000Z
PI040297AD5I205021,5.815,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dh25b1se,2018-10-26T15:14:47.000Z,2019-05-23T06:20:01.000Z
PI040297AD5I206050,5.815,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h97czp1f,2018-10-26T14:58:47.000Z,2019-06-13T05:21:09.000Z
PI040297AD5I209429,5.815,51.379,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_617fb1sh,2018-11-24T16:06:52.000Z,2019-06-13T05:24:37.000Z
PI040297AD5I205460,5.814,51.379,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1arvhfc5,2018-11-24T16:17:29.000Z,2019-06-13T05:19:10.000Z
PI040297AD5I207517,5.815,51.379,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t8pjr4j1,2018-11-24T16:11:19.000Z,2019-06-13T05:25:57.000Z
PI040297AD5I207907,5.815,51.38,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_708mget8,2018-11-24T16:03:35.000Z,2019-06-13T05:22:53.000Z
PI040297AD5I205685,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gyte2rm0,2018-11-24T16:21:03.000Z,2019-02-28T11:47:56.000Z
PI040297AD5I209806,5.815,51.379,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jyjfygpg,2018-11-24T16:15:14.000Z,2019-05-23T07:03:36.000Z
PI040297AD5I204167,5.814,51.379,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1rwk5tz8,2018-11-24T16:19:05.000Z,2019-06-13T05:22:02.000Z
PI040297AD5I205911,5.815,51.379,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b3pkwcrj,2018-11-24T16:13:11.000Z,2019-06-13T05:27:28.000Z
PI040298AD5I213112,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fjc0s51e,2018-11-24T18:08:47.000Z,2019-10-28T05:57:56.000Z
PI040307AD5I203889,20.011,47.375,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xcg3fvw2,2018-12-07T14:47:58.000Z,2019-08-20T17:18:01.000Z
PI040297AD5J211037,20.012,47.374,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vwt6ahsk,2018-12-07T14:14:31.000Z,2019-07-21T16:18:29.000Z
PI040307AD5I203286,20.01,47.376,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_09fayjrx,2018-12-07T14:24:21.000Z,2019-08-20T15:45:16.000Z
PI040297AD5J210635,20.01,47.377,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nzpqs41c,2018-12-07T13:54:27.000Z,2019-08-20T17:14:23.000Z
PI040307AD5I202951,20.011,47.376,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hxy21my2,2018-12-07T14:38:51.000Z,2019-08-20T17:11:41.000Z
PI040307AD5I203139,20.011,47.376,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ddpbg7kw,2018-12-07T14:44:21.000Z,2019-08-20T17:16:49.000Z
